id,nombres,apellidos,fechaNacimiento,municipio_id_nacimiento,profesion_id,genero_id,fecha_fallecimiento,perfil_educativo,grado_estudio_id,activo,usercreated,usermodifed,created_at,updated_at
7813,Arbey,Delgado Argote,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-15 21:42:00,2014-07-18 10:03:00
7814,Gloria Helena,Rebolledo Tigreros,NA,4,193,2,NA,NA,5,1,NA,NA,2014-01-15 21:45:00,2019-01-22 20:13:00
7815,Fernando,Salazar Riveros,1978-07-28,4,174,1,NA,NA,4,1,NA,NA,2014-01-15 21:49:00,2014-02-21 13:24:00
7816,Jose Manuel,Rios Morales,1970-02-05,147,NA,1,NA,NA,4,1,NA,NA,2014-01-16 14:34:00,2017-01-20 15:58:00
7817,Omaida,Cueto Barragan,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 14:44:00,2014-07-18 10:03:00
7818,Jose Huber,Araujo Nieto,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2014-01-16 14:46:00,2018-02-14 18:37:00
7819,Martha Elena,Castro Marquez,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 14:48:00,2014-07-18 10:03:00
7820,Flor Paulina,Donado Garizao,1958-08-19,5,185,2,NA,NA,5,1,NA,NA,2014-01-16 14:52:00,2014-07-18 10:03:00
7821,Luis Eduardo,Arredondo Torres,1973-08-10,57,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 14:55:00,2014-07-22 12:21:00
7822,Carlos Eduardo,Sarmiento Sarmiento,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 14:57:00,2014-02-17 16:43:00
7823,Gustavo,Ramirez Orozco,NA,NA,174,1,NA,NA,4,1,NA,NA,2014-01-16 14:57:00,2018-02-27 15:25:00
7824,Jesus,Diaz Vera,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2014-01-16 15:01:00,2018-02-05 15:52:00
7825,Fabio Eduardo,Diaz Maldonado,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 15:03:00,2018-01-23 18:49:00
7826,Ligia Azucena,Gomez Valenzuela,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 15:05:00,2014-07-18 10:03:00
7827,Sandra Mayerly,Gonzalez Peña,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 15:07:00,2014-07-18 10:03:00
7828,Wilmer Alexander,Uribe Fernandez,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 15:08:00,2014-02-17 16:43:00
7829,Alberto De Jesus,Arias Davila,1958-01-01,11,185,1,NA,NA,16,1,NA,NA,2014-01-16 15:10:00,2018-01-22 17:57:00
7830,Lindsay Carlos,Bent Llerena,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 15:14:00,2014-07-22 12:21:00
7831,Idania Mirella,Sjogreen Brown,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 15:15:00,2014-02-17 16:43:00
7832,Lee Jason,Agudelo Salazar,NA,NA,175,1,NA,NA,16,1,NA,NA,2014-01-16 15:20:00,2014-07-22 12:21:00
7833,Victor Emiro,Martinez Hernandez,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 15:22:00,2018-01-23 14:22:00
7834,Lisandro,Meza Marquez,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 15:23:00,2018-01-31 15:11:00
7835,Carlos Angel,Fajardo Cardozo,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2014-01-16 15:24:00,2018-01-30 15:24:00
7836,Alexandra,Mesa Leon,1971-01-01,16,185,2,NA,NA,4,1,NA,NA,2014-01-16 15:36:00,2018-01-26 18:57:00
7837,Juan Manuel,Pulido Hurtado,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2014-01-16 15:37:00,2014-02-17 16:43:00
7838,Jose James,Ospina Murillo,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 15:40:00,2018-01-23 17:05:00
7839,Ángel María,Gaitán Pulido,1961-04-10,26,175,1,NA,NA,4,1,NA,NA,2014-01-16 15:42:00,2021-03-18 14:22:00
7840,Silvia Cristina,Ortiz Agudelo,NA,146,175,2,NA,NA,13,1,NA,NA,2014-01-16 15:43:00,2018-03-09 17:03:00
7841,Ingrid Esperanza,Lugo Diaz,1970-10-27,4,182,2,NA,NA,16,1,NA,NA,2014-01-16 15:45:00,2018-01-23 18:50:00
7842,Carlos Andres,Clavijo Gonzalez,NA,1,193,1,NA,NA,4,1,NA,NA,2014-01-16 15:46:00,2018-01-23 18:03:00
7843,Maria Elena,Salazar Uribe,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2014-01-16 15:48:00,2018-02-09 17:33:00
7844,Ofelia,Villegas Romero,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 15:50:00,2014-02-17 16:43:00
7845,Jose Humberto,Vergara Henao,NA,NA,174,NA,NA,NA,16,1,NA,NA,2014-01-16 15:50:00,2018-01-23 17:12:00
7846,Jose Wilber,Murillo Hoyos,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2014-01-16 15:51:00,2018-02-09 17:43:00
7847,John Jairo,Velez Moya,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2014-01-16 15:52:00,2018-02-09 15:57:00
7848,Hernan,Sinisterra Valencia,1966-03-11,238,201,1,NA,NA,16,1,NA,NA,2014-01-16 15:53:00,2021-03-07 22:00:00
7849,Floro Hermes De San Jose,Gomez Pineda,1960-04-17,NA,180,1,NA,NA,3,1,NA,NA,2014-01-16 15:54:00,2018-01-23 20:50:00
7850,Fabio Alonso,Arroyave Botero,1960-03-06,88,174,1,NA,NA,5,1,NA,NA,2014-01-16 15:55:00,2021-03-19 18:58:00
7851,Alcira,Gonzalez Ramirez,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 15:57:00,2018-01-22 16:09:00
7852,Norbey,Marulanda Muñoz,NA,NA,182,1,NA,NA,4,1,NA,NA,2014-01-16 15:58:00,2021-03-19 21:05:00
7853,Cesar Augusto,Mesa Jimenez,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 16:00:00,2018-01-23 15:08:00
7854,Marco Sergio,Rodriguez Merchan,1963-02-27,83,178,1,NA,NA,17,1,NA,NA,2014-01-16 16:01:00,2021-03-11 03:18:00
7855,Jairo Hernando,Salazar Moreno,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 16:03:00,2018-02-27 16:15:00
7856,Melik,Sarkis Torres,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 16:04:00,2014-02-17 16:43:00
7857,Beatriz,Carvallo Suarez,NA,NA,NA,2,NA,NA,5,1,NA,NA,2014-01-16 16:06:00,2014-07-18 10:03:00
7858,Eduardo Enrique,Llanes Silvera,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2014-01-16 16:11:00,2014-07-18 10:03:00
7859,Miguel Orlando,Acevedo Salas,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 16:14:00,2014-07-22 12:21:00
7860,Andres Fernando,Vasquez Vargas,NA,405,NA,1,NA,NA,NA,1,NA,NA,2014-01-16 16:16:00,2018-02-27 15:19:00
7861,Raul Heraclito,Martinez Sanchez,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2014-01-16 16:18:00,2018-01-22 18:10:00
7862,Martha Ines,Lloreda De Botero,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 16:26:00,2018-01-24 21:08:00
7863,Gabriel Antonio,Lopez Guzman,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 16:30:00,2018-01-23 17:48:00
7864,Luis Fernando,Parra Leon,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 16:31:00,2018-01-23 14:28:00
7865,Javier Andres,Corredor Torres,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 16:33:00,2017-08-22 16:54:00
7866,Gustavo,Villamizar Corzo,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 16:35:00,2014-02-17 16:43:00
7867,Alfredo Enrique,Nuñez Noriega,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2014-01-16 17:12:00,2018-02-08 19:44:00
7868,Eduin Humberto,Corso Hernandez,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2014-01-16 17:46:00,2014-07-18 10:03:00
7869,Carlos Anibal,Lozano Lozano,1979-06-28,302,174,1,NA,NA,4,1,NA,NA,2014-01-16 17:50:00,2018-01-23 20:03:00
7870,Carlos Enrique,Vargas Angarita,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 17:52:00,2014-02-17 16:43:00
7871,Edith,Leon De Castañeda,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 17:54:00,2018-01-23 13:42:00
7872,Gustavo Adolfo,Mattos Perez,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 17:59:00,2018-01-23 18:14:00
7873,Jose Andres,Areiza Padilla,1983-02-17,4,175,1,NA,NA,5,1,NA,NA,2014-01-16 18:06:00,2017-08-22 16:53:00
7874,Alfredo Rafael,Saade Vergel,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 18:08:00,2014-02-17 16:43:00
7875,Sonia Marcela,Lavado Baron,1976-10-05,4,185,2,NA,NA,4,1,NA,NA,2014-01-16 18:10:00,2018-02-08 19:40:00
7876,Teresa,Moreno Mancera,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 18:12:00,2014-02-17 16:43:00
7877,Nelson Mauricio,Ortegon Arevalo,1981-06-16,4,193,1,NA,NA,16,1,NA,NA,2014-01-16 18:16:00,2018-02-09 19:51:00
7878,Maria Del Rosario,Diaz Mendez,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 18:17:00,2018-01-23 14:45:00
7879,Yvonne Paola,Cintura Dionicio,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 18:20:00,2014-07-18 10:03:00
7880,Sergio,Herrera Rueda,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 18:22:00,2014-07-18 10:03:00
7881,Lineth,Archbold Contreras,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 18:31:00,2014-07-22 12:21:00
7882,Alberto Tadeo,De Antonio Gomez,1960-06-28,232,188,1,NA,NA,5,1,NA,NA,2014-01-16 18:33:00,2018-02-09 18:39:00
7883,Blanca Fabiola,Ortiz Penagos,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 18:34:00,2014-02-17 16:43:00
7884,Ana Del Pilar,Duarte Murillo,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 19:02:00,2014-07-18 10:03:00
7885,Gustavo,Silva Rodriguez,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2014-01-16 19:06:00,2018-01-24 14:46:00
7886,V,J,NA,187,193,1,NA,NA,16,1,NA,NA,2014-01-16 19:10:00,2018-09-14 04:14:00
7887,Wilson,Rueda Baron,NA,135,204,1,NA,NA,5,1,NA,NA,2014-01-16 19:12:00,2018-01-26 15:52:00
7888,Dario Ricardo,Castro Portilla,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2014-01-16 19:13:00,2018-01-23 20:04:00
7889,Lilia,Torres Torres,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 19:54:00,2014-02-17 16:43:00
7890,Felix Bienvenido,Ariño Fernandez,NA,NA,174,1,NA,NA,16,1,NA,NA,2014-01-16 19:56:00,2018-02-27 15:38:00
7891,Elena,Hernandez Cruz,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 19:58:00,2018-01-23 13:23:00
7892,Miguel Humberto,Gamez Soto,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2014-01-16 20:00:00,2018-02-27 17:52:00
7893,Nancy Yanet,Calderon Villamil,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 20:02:00,2018-01-23 16:56:00
7894,Julio Cesar,Castillo Velasquez,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2014-01-16 20:04:00,2018-01-26 18:31:00
7895,Luis Fernando,Delgado Jimenez,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 20:06:00,2018-01-23 15:06:00
7896,Elsa Esperanza,Vargas Pineda,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 20:07:00,2014-02-17 16:43:00
7897,Horacio Israel,Beltran Penagos,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2014-01-16 20:09:00,2018-02-08 19:32:00
7898,Cesar Raul,Aviles,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2014-01-16 20:11:00,2018-02-09 18:05:00
7899,Carmen,Hernandez Mendivelso,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 20:18:00,2018-01-23 14:19:00
7900,Maria Carolina,Duran Chacon,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 20:19:00,2018-01-22 18:33:00
7901,Aida Lilia,Hipus De Tachira,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2014-01-16 20:21:00,2018-02-08 19:37:00
7902,Ricardo De Leon,Campos Rios,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 20:23:00,2018-01-19 20:42:00
7903,Martha Patricia,Pedreros Colmenares,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 20:25:00,2014-02-17 16:43:00
7904,Alejandrina,Chacon Arevalo,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2014-01-16 20:26:00,2018-01-29 14:26:00
7905,Jose Francisco,Garcia Calume,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 20:28:00,2018-01-22 16:51:00
7906,Yenny Rocio,Riveros Sierra,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 20:32:00,2018-09-10 16:24:00
7907,John Edwar,Mosquera Hurtado,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 20:35:00,2014-02-17 16:43:00
7908,Martha Isabel,Acosta Angulo,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 20:36:00,2014-07-22 12:21:00
7909,Edwin Yobany,Vivas Perez,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2014-01-16 20:38:00,2018-02-27 16:45:00
7910,Carmen Cecilia,Monroy Castillo,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2014-01-16 20:40:00,2014-02-17 16:43:00
7911,Senen,Niño Avendaño,1954-05-28,232,184,1,NA,NA,4,1,NA,NA,2014-01-16 21:00:00,2021-02-25 16:52:00
7912,Martha Ruth,Riveros Monje,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2014-01-16 21:04:00,2014-02-17 16:43:00
7913,Luis Eduardo,Garcia Benavides,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2014-01-16 21:06:00,2018-01-22 16:51:00
7914,Yadira Edith,Muñoz Marulanda,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2014-01-16 21:09:00,2014-02-17 16:43:00
7915,Bryan,Barrera Garcia,1982-06-19,4,175,1,NA,NA,4,1,NA,NA,2014-01-16 21:10:00,2018-01-22 16:50:00
7916,Luis Eduardo,Diossa Arroyave,NA,12,NA,1,NA,NA,NA,1,NA,NA,2014-01-16 21:11:00,2014-07-18 10:03:00
7917,Alvaro,Muñoz Pinto,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2014-01-16 21:21:00,2018-02-14 18:39:00
7918,Nestar Isabel,Franco Ferrer,NA,101,184,2,NA,NA,16,1,NA,NA,2014-01-16 22:21:00,2018-01-22 18:38:00
7919,Emma Doris,Lopez Rodriguez,NA,NA,NA,2,NA,NA,10,1,NA,NA,2014-01-16 22:26:00,2018-02-27 16:04:00
7920,Nicolas,Castro Olaya,NA,NA,NA,NA,NA,NA,9,1,NA,NA,2014-01-16 22:41:00,2018-01-23 15:36:00
7921,Luis Jose,Escorcia Leon,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2014-01-16 22:58:00,2018-02-27 19:21:00
7922,Alfonso De Jesus,Quintero,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 23:26:00,2017-09-04 16:54:00
7923,Norman Javier,Alarcon Rodas,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2014-01-16 23:33:00,2018-01-26 16:23:00
7924,Luis Alberto,Mendoza Periñan,NA,101,NA,1,NA,NA,NA,1,NA,NA,2014-01-16 23:44:00,2018-02-09 17:04:00
7925,Maria De Jesus,Lhoeste Garcia,1962-12-25,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 23:50:00,2018-01-22 16:45:00
7926,Alma Irina,Sarmiento Parra,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 23:55:00,2014-02-17 18:51:00
7927,Rogers,Urzola Peñata,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-16 23:59:00,2014-02-17 19:21:00
7928,Gil Alberto,Falcon Prasca,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-17 00:04:00,2014-07-18 10:03:00
7929,German,Suarez Bernal,NA,210,NA,1,NA,NA,16,1,NA,NA,2014-01-17 00:09:00,2018-01-29 15:01:00
7930,Carmen Rocio,Rojas Alvarez,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2014-01-17 00:14:00,2018-01-23 13:48:00
7931,Laura Andrea,Bello Porras,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-17 15:05:00,2014-07-22 12:21:00
7932,Walter Esteven,Benavides Cifuentes,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-17 15:11:00,2014-07-22 12:21:00
7933,Jose Carmen Julio,Marquez Chia,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2014-01-17 15:16:00,2018-01-26 16:48:00
7934,Oscar Eduardo,Gutierrez Reyes,NA,401,NA,1,NA,NA,NA,1,NA,NA,2014-01-17 15:25:00,2018-01-23 14:07:00
7935,Humberto Alonso,Rosales Donado,NA,193,180,1,NA,NA,16,1,NA,NA,2014-01-17 15:25:00,2014-02-26 20:45:00
7936,Hector Amaury,Diaz Romero,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-17 15:27:00,2018-01-23 18:49:00
7937,Aida,Merlano Rebolledo,1976-03-19,5,174,2,NA,NA,16,1,NA,NA,2014-01-17 15:28:00,2021-03-18 06:54:00
7938,Amalia Rosa,Campo Navarro,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-17 15:30:00,2014-07-18 10:03:00
7939,Victoria Eugenia,Plitt Gomez,1960-06-22,147,174,2,NA,NA,4,1,NA,NA,2014-01-17 15:33:00,2018-01-26 15:16:00
7940,Jose,Lopez Posada,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2014-01-17 15:37:00,2018-01-26 15:10:00
7941,Edilsa Del Socorro,Castillo Burbano,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-17 15:42:00,2014-07-18 10:03:00
7942,Jhon Fredy,Muñoz Gil,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-17 15:49:00,2014-03-05 17:08:00
7943,Zonia,Leon Aguilar,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2014-01-17 15:56:00,2018-01-26 18:57:00
7944,Luis Alonso,Osorio Ramirez,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2014-01-17 15:58:00,2018-01-29 15:06:00
7945,Blas Alberto,Ahumada Barraza,NA,495,NA,1,NA,NA,NA,1,NA,NA,2014-01-17 16:01:00,2018-03-05 16:24:00
7946,Fabio,Dorado Gomez,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2014-01-17 16:01:00,2018-01-23 20:47:00
7947,Ines Cecilia,Lopez Florez,NA,5,174,2,NA,NA,4,1,NA,NA,2014-01-17 16:06:00,2021-02-16 05:13:00
7948,Diego,Maca Yandis,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-17 16:07:00,2014-03-05 17:42:00
7949,Mario Jesus,Jurado Enciso,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-17 16:09:00,2017-09-04 16:48:00
7950,Rafael,Escalona Tovar,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2014-01-17 16:13:00,2014-07-18 10:03:00
7951,Javier Elias,Martinez Cabello,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-17 16:18:00,2018-01-23 15:17:00
7952,Jose Jaime,Padilla Olivella,1987-06-25,57,174,1,NA,NA,4,1,NA,NA,2014-01-17 16:21:00,2018-01-29 14:18:00
7953,Jairo Alfredo,Zalabata Torres,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-17 16:25:00,2014-03-06 16:05:00
7954,Sandra Elena,Garcia Tirado,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-17 16:26:00,2018-01-22 16:44:00
7955,Juan Francisco,Pinzon Pinzon,NA,412,NA,1,NA,NA,NA,1,NA,NA,2014-01-17 16:28:00,2018-02-06 13:23:00
7956,Modesto Andres,De La Cruz Carrasquilla,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2014-01-17 16:29:00,2018-02-09 18:40:00
7957,Luz America,Ardila Cortes,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-17 16:32:00,2018-01-22 18:18:00
7958,Loher,Diaz Diaz,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-17 16:35:00,2018-01-23 18:48:00
7959,Carmen Cecilia,Torres Hernandez,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-17 16:36:00,2018-01-23 14:22:00
7960,Carlos Alonso,Solano,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2014-01-17 16:42:00,2014-02-21 14:26:00
7961,Eneida Luz,Ramirez Centeno,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-17 16:42:00,2018-01-22 16:11:00
7962,Abraham Faruk,Sabagh Torres,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-17 16:44:00,2014-02-17 16:43:00
7963,Gerardo Humberto,Rivera Grajales,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-17 16:45:00,2014-02-17 16:43:00
7964,Blanca Fanny,Ramirez Guzman,NA,247,NA,2,NA,NA,NA,1,NA,NA,2014-01-17 16:53:00,2018-01-22 16:15:00
7965,Hector Enrique,Padilla Pineda,NA,74,182,1,NA,NA,16,1,NA,NA,2014-01-17 16:56:00,2018-01-23 20:43:00
7966,Yolima,Cadena Vanegas,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-17 16:58:00,2014-07-18 10:03:00
7967,Diego Fernando,Otero Prada,NA,NA,185,1,NA,NA,3,1,NA,NA,2014-01-17 16:59:00,2014-02-17 16:43:00
7968,Laureano Guillermo,Villa Corrales,NA,NA,NA,1,NA,NA,17,1,NA,NA,2014-01-17 17:02:00,2018-02-26 21:23:00
7969,Jesús Alberto,Castilla Salazar,1968-03-18,390,237,1,NA,NA,13,1,NA,NA,2014-01-17 17:04:00,2021-03-18 20:20:00
7970,Xiomara De Jesus,Macias Blanco,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-17 17:04:00,2017-09-25 16:23:00
7971,Belquis Denides,Oliveros Reyes,NA,299,182,2,NA,NA,16,1,NA,NA,2014-01-17 17:08:00,2018-03-01 17:30:00
7972,Castulo,Gamez Maldonado,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2014-01-17 17:10:00,2018-01-26 16:21:00
7973,Ismael Alfredo,Atencio Carvajalino,NA,101,NA,1,NA,NA,NA,1,NA,NA,2014-01-17 17:12:00,2014-07-22 12:21:00
7974,Carlos Francisco,Medina,1966-02-16,4,184,1,NA,NA,13,1,NA,NA,2014-01-17 17:13:00,2014-02-17 16:43:00
7975,Trinidad Del Carmen,Rivera Molina,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-17 17:16:00,2014-02-17 16:43:00
7977,Domingo Sabio,Fonseca Cipriano,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-17 17:16:00,2014-07-18 10:03:00
7978,Carlos Hermes,Suaza Galvez,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-17 17:18:00,2018-02-09 16:30:00
7979,Katherine,Guerrero Pautt,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-17 17:20:00,2014-07-18 10:03:00
7980,Nini Johana,Gutierrez Guerrero,NA,21,NA,2,NA,NA,5,1,NA,NA,2014-01-17 17:21:00,2018-01-26 18:45:00
7981,Monica Patricia,Ensuncho Maurio,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2014-01-17 17:21:00,2018-01-30 18:24:00
7982,Adan,Rojas Barreto,NA,418,NA,NA,NA,NA,NA,1,NA,NA,2014-01-17 17:22:00,2018-01-23 14:02:00
7983,Olga Stella,Forero De Silva,NA,NA,185,NA,NA,NA,5,1,NA,NA,2014-01-17 17:23:00,2014-07-18 10:03:00
7984,Victor Emilio,Pedraza Chaparro,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-17 17:24:00,2016-09-05 14:27:00
7985,Omar Evelio,Vargas Rodelo,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-17 17:24:00,2014-02-17 16:43:00
7986,Oscar Andres,Cuellar Claros,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-17 17:26:00,2017-08-22 16:54:00
7987,Luis Fernando,Avila Blanco,NA,4,196,1,NA,NA,5,1,NA,NA,2014-01-17 17:28:00,2018-02-09 14:34:00
7988,Eduardo,Alarcon Cordoba,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2014-01-17 17:29:00,2018-01-23 20:20:00
7989,Jose Genaro,Molina Porras,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-17 17:31:00,2018-01-23 13:51:00
7990,Luis Felipe,Celis Tovar,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-17 17:32:00,2014-07-18 10:03:00
7991,Ruth Nelssy,Garcia Vargas,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-17 17:32:00,2018-01-22 16:45:00
7992,Monica,Giraldo Mejia,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2014-01-17 17:34:00,2018-01-23 19:54:00
7993,Francisco Javier,Parra Parra,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-17 17:34:00,2014-02-17 16:43:00
7994,Diego Fernando,Martinez Sanchez,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-17 17:37:00,2018-01-22 18:10:00
7995,Raquel Maria,Bonilla Iguaran,1983-01-28,74,174,2,NA,NA,4,1,NA,NA,2014-01-17 17:39:00,2018-01-23 14:41:00
7996,Hugo Euclides,Meza Jimenez,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-17 17:42:00,2018-01-23 15:08:00
7997,Amparo,Ramirez Castaño,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-17 17:42:00,2014-02-17 16:43:00
7998,Cesar Julio,Florez Rodriguez,1964-01-31,174,193,1,NA,NA,4,1,NA,NA,2014-01-17 17:45:00,2018-01-24 14:52:00
7999,Enid,Ramos Tabares,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2014-01-17 17:46:00,2014-02-17 16:43:00
8000,Zuleyma Danit,Gutierrez Boto,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2014-01-17 17:50:00,2018-01-26 18:43:00
